Duration,Service,Source bytes,Destination bytes,Count,Same_srv_rate,Serror_rate,Srv_serror_rate,Dst_host_count,Dst_host_srv_count,Dst_host_same_src_port_rate,Dst_host_serror_rate,Dst_host_srv_serror_rate,Flag,IDS_detection,Malware_detection,Ashula_detection,Label,Source_IP_Address,Source_Port_Number,Destination_IP_Address,Destination_Port_Number,Start_Time,Protocol
2.747582,ssh,520,1564,0,0.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,54725,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:58:00,tcp
0.973434,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,59015,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:27:10,tcp
1.063787,ssh,520,1564,2,1.00,0.00,0.00,14,14,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,36852,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:26:04,tcp
24.347229,other,518,0,0,0.00,0.00,0.91,0,0,0.00,0.00,0.00,OTH,402-1-11(2),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:4be7:7d2f:278e:7d0b:3cb3,3,02:36:28,icmp
1.065213,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,55988,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:24:11,tcp
1.122688,ssh,520,1564,2,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,54246,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:45:09,tcp
0.306129,other,48,48,0,0.00,0.00,1.00,16,16,1.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:181c:3efc:01f6:1508:1b48,123,15:52:11,udp
1.216646,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,36273,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:31:58,tcp
1.232302,ssh,520,1564,2,1.00,0.00,0.00,32,32,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,56209,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:37:43,tcp
1.244122,ssh,520,1564,1,1.00,0.00,0.00,12,12,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,40998,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:33:10,tcp
0.306185,other,48,48,0,0.00,0.00,0.83,16,16,1.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:181c:3efc:01f6:1508:1b48,123,18:42:58,udp
2.844781,ssh,520,1564,0,0.00,0.00,0.00,100,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,60266,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,01:12:39,tcp
1.633229,ssh,520,1564,0,0.00,0.00,0.00,79,79,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:629a:0367:74fb:16c3:4b4d,49169,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,09:23:53,tcp
2.741662,ssh,536,1564,0,0.00,0.00,0.00,100,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,60375,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,01:12:42,tcp
1.038078,ssh,520,1564,2,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,50684,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:46:37,tcp
1.307589,ssh,520,1564,1,1.00,0.00,0.00,38,38,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,48262,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:38:51,tcp
1.252333,ssh,520,1564,2,1.00,0.00,0.00,30,30,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,51756,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:37:28,tcp
0.000000,other,0,0,0,0.00,0.00,0.50,16,32,1.00,1.00,1.00,S0,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:d5f6:6272:03b5:7225:3f19,123,14:50:58,udp
1.175050,ssh,520,1564,2,1.00,0.00,0.00,16,16,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,54619,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:35:22,tcp
1.131367,ssh,520,1564,2,1.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,56273,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:47:43,tcp
2.711541,ssh,520,1564,1,1.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,46021,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:52:06,tcp
2.740943,ssh,520,1564,0,0.00,0.00,0.00,100,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,53700,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,01:11:52,tcp
2.739264,ssh,520,1564,0,0.00,0.00,0.00,100,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,51435,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,01:07:58,tcp
2.702454,ssh,520,1564,0,0.00,0.00,0.00,100,99,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,55995,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,01:01:42,tcp
0.305502,other,48,48,0,0.00,0.00,1.00,16,16,1.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:181c:3efc:01f6:1508:1b48,123,09:36:43,udp
0.015793,other,48,48,0,0.00,0.00,0.25,16,16,1.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:da36:6188:38dc:7369:06ce,123,07:35:12,udp
1.150950,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,55881,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:25:36,tcp
56.828345,other,1036,0,0,0.00,0.00,0.75,0,0,0.00,0.00,0.00,OTH,402-1-11(2),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:30d3:3fba:0573:03d7:0097,3,00:15:01,icmp
24.369172,other,259,0,0,0.00,0.00,1.00,6,6,1.00,0.00,0.00,OTH,402-1-11(3),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:30d3:3fba:0573:03d7:0097,3,22:50:26,icmp
1.140779,ssh,520,1564,1,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,59762,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:31:44,tcp
0.000000,other,0,0,1,1.00,1.00,1.00,1,1,1.00,1.00,1.00,S0,0,0,0,1,fd54:2a81:0ff9:aac2:1985:0f29:5bac:4cb6,50847,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,80,02:00:31,tcp
1.113289,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,47238,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:28:13,tcp
2.812413,ssh,520,1564,0,0.00,0.00,0.00,46,46,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,41497,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:49:05,tcp
2.802979,ssh,536,1564,0,0.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,48574,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:53:51,tcp
1.036854,ssh,520,1564,2,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,47712,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:46:26,tcp
0.000000,other,0,0,0,0.00,0.00,1.00,16,32,1.00,1.00,1.00,S0,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:d5f6:6272:03b5:7225:3f19,123,21:57:51,udp
0.306219,other,48,48,0,0.00,0.00,1.00,16,16,1.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:181c:3efc:01f6:1508:1b48,123,19:51:16,udp
0.015699,other,48,48,0,0.00,0.00,1.00,0,0,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:da36:6188:38dc:7369:06ce,123,04:10:14,udp
1.338549,ssh,520,1564,1,1.00,0.00,0.00,72,72,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,42202,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:40:07,tcp
1.126737,ssh,520,1564,1,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,37257,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:45:50,tcp
1.620235,ssh,520,1564,1,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:629a:0367:74fb:16c3:4b4d,4271,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,09:25:02,tcp
1.253461,ssh,520,1564,2,1.00,0.00,0.00,25,25,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,58301,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:37:06,tcp
2.740669,ssh,520,1564,0,0.00,0.00,0.00,86,86,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,44261,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:50:55,tcp
1.391381,ssh,520,1564,1,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,42065,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:41:47,tcp
1.184304,ssh,520,1564,2,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,57031,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:45:19,tcp
1.629442,ssh,536,1564,1,1.00,0.00,0.00,84,84,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:629a:0367:74fb:16c3:4b4d,51456,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,09:24:01,tcp
1.368937,ssh,520,1564,1,1.00,0.00,0.00,35,35,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,32971,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:38:00,tcp
2.838033,ssh,520,1564,0,0.00,0.00,0.00,100,99,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,36394,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,01:09:38,tcp
1.179735,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,56277,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:25:37,tcp
1.208940,ssh,520,1564,1,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,53169,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:25:28,tcp
0.000000,other,0,0,0,0.00,0.00,1.00,16,32,1.00,1.00,1.00,S0,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:d5f6:6272:03b5:7225:3f19,123,08:01:04,udp
24.410707,other,259,0,0,0.00,0.00,0.80,3,3,1.00,0.00,0.00,OTH,402-1-11(3),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:30d3:3fba:0573:03d7:0097,3,22:29:10,icmp
1.118835,ssh,520,1564,1,1.00,0.00,0.00,12,12,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,39665,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:30:43,tcp
1.122224,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,56253,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:31:32,tcp
1.638215,ssh,520,1564,1,1.00,0.00,0.00,15,15,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:629a:0367:74fb:16c3:4b4d,16401,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,09:21:55,tcp
1.279077,ssh,520,1564,1,1.00,0.00,0.00,23,23,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,54518,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:36:54,tcp
24.432747,other,518,0,0,0.00,0.00,0.88,30,31,1.00,0.00,0.00,OTH,402-1-11(2),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:4be7:7d2f:278e:7d0b:3cb3,3,11:08:21,icmp
1.199166,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,56646,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:25:38,tcp
1.032146,ssh,520,1564,1,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,48498,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:46:30,tcp
2.859403,ssh,520,1564,1,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,1325-1-10(1),0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,33571,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:59:05,tcp
0.305562,other,48,48,0,0.00,0.00,1.00,16,16,1.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:181c:3efc:01f6:1508:1b48,123,11:02:03,udp
24.414590,other,259,0,0,0.00,0.00,1.00,9,10,1.00,0.00,0.00,OTH,402-1-11(2),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:4be7:7d2f:278e:7d0b:3cb3,3,23:01:42,icmp
1.160898,ssh,520,1564,1,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,43335,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:24:58,tcp
84.713682,other,710,0,0,0.00,0.00,0.67,0,0,0.00,0.00,0.00,OTH,402-1-11(3),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:30d3:3fba:0573:03d7:0097,3,00:37:51,icmp
24.361058,other,777,0,0,0.00,0.00,0.90,23,23,1.00,0.00,0.00,OTH,402-1-11(3),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:30d3:3fba:0573:03d7:0097,3,10:29:27,icmp
2.694143,ssh,520,1564,0,0.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,46572,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:52:29,tcp
1.259194,ssh,520,1564,1,1.00,0.00,0.00,12,12,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,56870,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:30:09,tcp
2.698511,ssh,520,1564,0,0.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,48982,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:54:08,tcp
0.000000,other,0,0,1,1.00,0.00,0.67,0,7,0.00,0.00,0.00,RSTRH,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,7902,fd54:2a81:0ff9:9cf3:6f6c:1b84:1328:1bbe,80,00:50:02,tcp
5.745749,other,0,0,1,1.00,0.00,0.90,0,1,0.00,0.00,0.00,OTH,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,52007,fd54:2a81:0ff9:d2b5:2f26:19a9:2cb9:4d9f,80,13:24:26,tcp
1.027450,ssh,520,1564,1,1.00,0.00,0.00,12,12,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,34024,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:24:30,tcp
2.844373,ssh,520,1564,0,0.00,0.00,0.00,100,99,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,57403,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,01:01:50,tcp
2.753703,ssh,520,1564,0,0.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,48376,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:53:43,tcp
0.000000,other,0,0,0,0.00,0.00,1.00,16,32,1.00,1.00,1.00,S0,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:d5f6:6272:03b5:7225:3f19,123,16:33:26,udp
1.259989,ssh,520,1564,1,1.00,0.00,0.00,35,35,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,45206,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:38:41,tcp
2.885319,ssh,520,1564,0,0.00,0.00,0.00,98,98,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:8600:2bac:334b:1188:75ff,49323,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,00:54:22,tcp
0.973843,ssh,520,1564,2,1.00,0.00,0.00,14,14,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,37526,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:23:15,tcp
1.213653,ssh,520,1564,1,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,37367,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:32:02,tcp
0.000000,other,0,0,0,0.00,0.00,0.50,0,0,0.00,0.00,0.00,OTH,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:2a0d:172c:2526:33ce:73cf,10,01:14:10,icmp
1.221379,ssh,520,1564,2,1.00,0.00,0.00,12,12,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,37318,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:30:35,tcp
24.445145,other,518,0,0,0.00,0.00,0.17,31,34,1.00,0.00,0.00,OTH,402-1-11(3),0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,3,fd54:2a81:0ff9:4be7:7d2f:278e:7d0b:3cb3,3,15:08:07,icmp
1.057776,ssh,520,1564,2,1.00,0.00,0.00,13,13,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,42520,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:27:59,tcp
0.015677,other,48,48,0,0.00,0.00,0.71,16,16,1.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,123,fd54:2a81:0ff9:da36:6188:38dc:7369:06ce,123,22:23:10,udp
1.137264,ssh,520,1564,2,1.00,0.00,0.00,100,100,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:b303:2170:1886:4c45:3261,51275,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,14:44:58,tcp
2.265636,ssh,520,1564,1,1.00,0.00,0.00,34,33,0.00,0.00,0.00,SF,0,0,0,1,fd54:2a81:0ff9:629a:0367:74fb:16c3:4b4d,3792,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,22,09:21:09,tcp
0.000000,other,0,0,0,0.00,0.00,0.67,0,0,0.00,0.00,0.00,OTH,0,0,0,1,fd54:2a81:0ff9:d4c0:5186:3b1d:66e4:461d,8086,fd54:2a81:0ff9:cc62:7d1a:27a1:0740:0f0a,23207,06:51:55,tcp
